STATE,STATENAME,ST_CASE,VEH_NO,VE_FORMS,MONTH,MONTHNAME,DAY,DAYNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,NUMOCCS,NUMOCCSNAME,UNITTYPE,UNITTYPENAME,HIT_RUN,HIT_RUNNAME,REG_STAT,REG_STATNAME,OWNER,OWNERNAME,VIN,VINNAME,MOD_YEAR,MOD_YEARNAME,VPICMAKE,VPICMAKENAME,VPICMODEL,VPICMODELNAME,VPICBODYCLASS,VPICBODYCLASSNAME,MAKE,MAKENAME,MODEL,BODY_TYP,BODY_TYPNAME,ICFINALBODY,ICFINALBODYNAME,GVWR_FROM,GVWR_FROMNAME,GVWR_TO,GVWR_TONAME,TOW_VEH,TOW_VEHNAME,TRLR1VIN,TRLR1VINNAME,TRLR2VIN,TRLR2VINNAME,TRLR3VIN,TRLR3VINNAME,TRLR1GVWR,TRLR1GVWRNAME,TRLR2GVWR,TRLR2GVWRNAME,TRLR3GVWR,TRLR3GVWRNAME,J_KNIFE,J_KNIFENAME,MCARR_ID,MCARR_IDNAME,MCARR_I1,MCARR_I1NAME,MCARR_I2,MCARR_I2NAME,V_CONFIG,V_CONFIGNAME,CARGO_BT,CARGO_BTNAME,HAZ_INV,HAZ_INVNAME,HAZ_PLAC,HAZ_PLACNAME,HAZ_ID,HAZ_IDNAME,HAZ_CNO,HAZ_CNONAME,HAZ_REL,HAZ_RELNAME,BUS_USE,BUS_USENAME,SPEC_USE,SPEC_USENAME,EMER_USE,EMER_USENAME,TRAV_SP,TRAV_SPNAME,UNDEROVERRIDE,UNDEROVERRIDENAME,ROLLOVER,ROLLOVERNAME,ROLINLOC,ROLINLOCNAME,IMPACT1,IMPACT1NAME,DEFORMED,DEFORMEDNAME,TOWED,TOWEDNAME,M_HARM,M_HARMNAME,FIRE_EXP,FIRE_EXPNAME,MAK_MOD,MAK_MODNAME,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,DEATHS,DR_DRINK,DR_DRINKNAME,DR_PRES,DR_PRESNAME,L_STATE,L_STATENAME,DR_ZIP,DR_ZIPNAME,L_TYPE,L_TYPENAME,L_STATUS,L_STATUSNAME,CDL_STAT,CDL_STATNAME,L_ENDORS,L_ENDORSNAME,L_COMPL,L_COMPLNAME,L_RESTRI,L_RESTRINAME,DR_HGT,DR_HGTNAME,DR_WGT,DR_WGTNAME,PREV_ACC,PREV_ACCNAME,PREV_SUS1,PREV_SUS1NAME,PREV_SUS2,PREV_SUS2NAME,PREV_SUS3,PREV_SUS3NAME,PREV_DWI,PREV_DWINAME,PREV_SPD,PREV_SPDNAME,PREV_OTH,PREV_OTHNAME,FIRST_MO,FIRST_MONAME,FIRST_YR,FIRST_YRNAME,LAST_MO,LAST_MONAME,LAST_YR,LAST_YRNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VPAVETYP,VPAVETYPNAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME,ACC_CONFIG,ACC_CONFIGNAME
41,Oregon,410153,1,1,5,May,2,2,13,1:00pm-1:59pm,21,21,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,02,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,6,California,1,Driver (in this crash) was  Registered Owner,1J8FT28W48D7,1J8FT28W48D7,2008,2008,483,Jeep,1947,Patriot,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2,Jeep / Kaiser-Jeep / Willys- Jeep,407,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,0,No Rollover,0,No Rollover,12,12 Clock Point,7,"Damage Reported, Extent Unknown",6,Towed,42,Tree (Standing Only),0,No or Not Reported,2407,Jeep / Kaiser Jeep / Willys Jeep Patriot,1,J,8,F,T,2,8,W,4,8,D,7,1,0,No,1,Yes,6,California,96038,96038,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,64,64,112,112 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,9,Reported as Unknown,1,"Two-Way, Not Divided",2,Two lanes,98,Not Reported,1,Straight,2,"Grade, Unknown Slope",2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,1,Going Straight,12,Off the edge of the road on the left side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,10,B10-Single Driver-Left Roadside Departure-Specifics Unknown,102,Single Driver-Left Roadside Departure
41,Oregon,410154,1,1,4,April,15,15,0,0:00am-0:59am,19,19,39,Wall,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),1G1FD1RX1M01,1G1FD1RX1M01,2021,2021,467,Chevrolet,1829,Camaro,3,Coupe,20,Chevrolet,9,2,"2-door sedan,hardtop,coupe",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,0,No Rollover,0,No Rollover,98,Not Reported,6,Disabling Damage,6,Towed,39,Wall,0,No or Not Reported,20009,Chevrolet Camaro,1,G,1,F,D,1,R,X,1,M,0,1,1,1,Yes,1,Yes,41,Oregon,97080,97080,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,180,180 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,4,"Yes, Too Fast for Conditions",5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",5,Five lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,1,Going Straight,19,Unknown travel direction,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,99,M99-Unknown,999,Unknown Crash Type
41,Oregon,410155,1,1,5,May,7,7,18,6:00pm-6:59pm,20,20,21,Bridge Pier or Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,30,Montana,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),JKBZXJH16NA0,JKBZXJH16NA0,2022,2022,510,Kawasaki,12989,ZX-6R,80,Motorcycle - Sport,73,Kawasaki,705,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,7,"Damage Reported, Extent Unknown",6,Towed,21,Bridge Pier or Support,0,No or Not Reported,73705,Kawasaki 450-749cc,J,K,B,Z,X,J,H,1,6,N,A,0,1,0,No,1,Yes,30,Montana,59404,59404,0,Not Licensed,0,Not licensed,0,No (CDL),0,No Endorsements required for this vehicle,0,Not licensed,0,No Restrictions or Not Applicable,999,Unknown,999,Unknown,98,Crashes Not Reported on Driving Record,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,4,"Yes, Too Fast for Conditions",1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,1,Going Straight,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,5,A5-Single Driver-Right Roadside Departure-Specifics Unknown,101,Single Driver-Right Roadside Departure
41,Oregon,410156,1,2,5,May,9,9,13,1:00pm-1:59pm,29,29,12,Motor Vehicle In-Transport,2,Front-to-Front,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,1,Driver (in this crash) was  Registered Owner,WB10B1802LZ7,WB10B1802LZ7,2020,2020,452,BMW,26617,F 750 GS,85,Motorcycle - Dual Sport / Adventure / Supermoto / On/Off-road,34,BMW,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,34706,BMW 750cc and over,W,B,1,0,B,1,8,0,2,L,Z,7,1,1,Yes,1,Yes,53,Washington,97501,97501,0,Not Licensed,0,Not licensed,0,No (CDL),0,No Endorsements required for this vehicle,0,Not licensed,0,No Restrictions or Not Applicable,72,72,180,180 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,4,"Yes, Too Fast for Conditions",1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,3,Curve Left,2,"Grade, Unknown Slope",2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,14,Negotiating a Curve,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,5,"Skidding Laterally, Rotation Direction Unknown",2,"Stayed on roadway, but left original travel lane",50,"G50-Same Trafficway, Opposite Direction-Head-On-Lateral Move (Left/Right)",301,"Same Trafficway, Opposite Direction-Lateral Move [Left/Right], Head-On, Sideswipe, or Angle"
41,Oregon,410156,2,2,5,May,9,9,13,1:00pm-1:59pm,29,29,12,Motor Vehicle In-Transport,2,Front-to-Front,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,8,Colorado,1,Driver (in this crash) was  Registered Owner,1J8GA59158L5,1J8GA59158L5,2008,2008,483,Jeep,1943,Wrangler,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2,Jeep / Kaiser-Jeep / Willys- Jeep,403,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",1,One Trailer,5WHBC0913JF0,5WHBC0913JF0,777777777777,No Trailing Units,777777777777,No Trailing Units,98,Not Reported,77,No Trailing Units,77,No Trailing Units,1,No,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,50,050 MPH,7,Not Applicable,0,No Rollover,0,No Rollover,12,12 Clock Point,7,"Damage Reported, Extent Unknown",5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,2403,Jeep / Kaiser Jeep / Willys Jeep YJ series/Wrangler,1,J,8,G,A,5,9,1,5,8,L,5,0,0,No,1,Yes,8,Colorado,81657,81657,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,69,69,200,200 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,1,Straight,2,"Grade, Unknown Slope",2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,51,"G51-Same Trafficway, Opposite Direction-Head-On-Lateral Move (Going Straight)",302,"Same Trafficway, Opposite Direction-Lateral Move [Going Straight], Head-On, Sideswipe, or Angle"
41,Oregon,410157,1,3,5,May,11,11,13,1:00pm-1:59pm,5,5,12,Motor Vehicle In-Transport,6,Angle,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,4,Vehicle Registered as Rental Vehicle,7SAYGDEE1NF4,7SAYGDEE1NF4,2022,2022,441,Tesla,27027,Model Y,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),29,Other Domestic Manufacturers,5,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,8,Not Reported,0,No Rollover,0,No Rollover,10,10 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,29005,Other Domestic Manufacturers Tesla,7,S,A,Y,G,D,E,E,1,N,F,4,1,0,No,1,Yes,37,North Carolina,97266,97266,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",75,75,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,4,"Yes, Too Fast for Conditions",1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,2,Traffic control signal (on colors) with Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,17,Crossing Over (Passing Through) Junction,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,99,M99-Unknown,999,Unknown Crash Type
41,Oregon,410157,2,3,5,May,11,11,13,1:00pm-1:59pm,5,5,12,Motor Vehicle In-Transport,6,Angle,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,3,Vehicle Registered as Commercial/Business/Company/Government Vehicle,1FVACWFC9NHN,1FVACWFC9NHN,2022,2022,450,Freightliner,2499,M2,11,Truck,82,Freightliner,898,62,"Single-unit straight truck or Cab-Chassis (GVWR range 19,501 to 26,000 lbs.)",0,Not Applicable,16,"Class 6: 19,501 - 26,000 lbs. (8,845 - 11,794 kg)",16,"Class 6: 19,501 - 26,000 lbs. (8,845 - 11,794 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,574028651,574028651,57,US DOT,4028651,4028651,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,8,Not Reported,0,No Rollover,0,No Rollover,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,82898,Freightliner Other (medium/heavy truck),1,F,V,A,C,W,F,C,9,N,H,N,0,0,No,1,Yes,41,Oregon,97086,97086,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,74,74,155,155 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,2,Traffic control signal (on colors) with Pedestrian Signal,3,Device Functioning Properly,11,Turning Left,66,"From crossing street, across path",99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,99,M99-Unknown,999,Unknown Crash Type
41,Oregon,410157,3,3,5,May,11,11,13,1:00pm-1:59pm,5,5,12,Motor Vehicle In-Transport,6,Angle,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,1,Driver (in this crash) was  Registered Owner,WDBNG84J23A3,WDBNG84J23A3,2003,2003,449,Mercedes-Benz,2086,S-Class,13,Sedan/Saloon,42,Mercedes-Benz,43,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,Stopped Motor Vehicle In-Transport,8,Not Reported,0,No Rollover,0,No Rollover,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,42043,Mercedes-Benz S Class (95 on),W,D,B,N,G,8,4,J,2,3,A,3,0,0,No,1,Yes,41,Oregon,97202,97202,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,189,189 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,5,Stopped in Roadway,78,Encroachment by other vehicle - details unknown,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,98,M98-Other Crash Type,998,Other Crash Type
41,Oregon,410158,1,1,4,April,25,25,5,5:00am-5:59am,21,21,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),1FAFP55U74G1,1FAFP55U74G1,2004,2004,460,Ford,1782,Taurus,13,Sedan/Saloon,12,Ford,17,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,35,035 MPH,7,Not Applicable,0,No Rollover,0,No Rollover,12,12 Clock Point,7,"Damage Reported, Extent Unknown",5,Not Towed,8,Pedestrian,0,No or Not Reported,12017,Ford Taurus/Taurus X,1,F,A,F,P,5,5,U,7,4,G,1,0,0,No,1,Yes,41,Oregon,97216,97216,1,Full Driver License,3,Expired,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,185,185 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",5,Five lanes,30,30 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,2,Traffic control signal (on colors) with Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,80,Pedestrian in road,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,103,Single Driver-Struck Object While Moving Forward
41,Oregon,410159,1,1,5,May,9,9,13,1:00pm-1:59pm,22,22,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),5N1AR18U95C7,5N1AR18U95C7,2005,2005,478,Nissan,1911,Pathfinder,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),35,Nissan/Datsun,401,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,5,005 MPH,7,Not Applicable,0,No Rollover,0,No Rollover,98,Not Reported,0,No Damage,5,Not Towed,8,Pedestrian,0,No or Not Reported,35401,Nissan/Datsun Pathfinder,5,N,1,A,R,1,8,U,9,5,C,7,0,0,No,1,Yes,41,Oregon,97216,97216,1,Full Driver License,1,Suspended,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,65,65,150,150 lbs.,0,,0,,0,,1,1,0,,0,,1,1,8,August,2019,2019,10,October,2019,2019,0,No,1,"Two-Way, Not Divided",3,Three lanes,20,20 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,2,Traffic control signal (on colors) with Pedestrian Signal,3,Device Functioning Properly,11,Turning Left,80,Pedestrian in road,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,103,Single Driver-Struck Object While Moving Forward
41,Oregon,410160,1,5,5,May,11,11,19,7:00pm-7:59pm,35,35,12,Motor Vehicle In-Transport,2,Front-to-Front,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,3,Vehicle Registered as Commercial/Business/Company/Government Vehicle,1FD8W3FT6MEC,1FD8W3FT6MEC,2021,2021,460,Ford,1806,F-350,70,Incomplete - Chassis Cab (Double Cab),12,Ford,881,61,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)",11,Truck,13,"Class 3: 10,001 - 14,000 lbs. (4,536 - 6,350 kg)",13,"Class 3: 10,001 - 14,000 lbs. (4,536 - 6,350 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,573714269,573714269,57,US DOT,3714269,3714269,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,8,Not Reported,0,No Rollover,0,No Rollover,12,12 Clock Point,7,"Damage Reported, Extent Unknown",6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,12881,Ford Medium/Heavy - CBE,1,F,D,8,W,3,F,T,6,M,E,C,0,1,Yes,1,Yes,41,Oregon,97124,97124,1,Full Driver License,3,Expired,6,Valid,1,"Endorsement(s) Required, Complied with",2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,74,74,210,210 lbs.,0,,0,,0,,0,,0,,1,1,2,2,3,March,2019,2019,3,March,2023,2023,0,No,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",5,Five lanes,98,Not Reported,1,Straight,5,Uphill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,1,Going Straight,10,Over the lane line on left side of travel lane,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",50,"G50-Same Trafficway, Opposite Direction-Head-On-Lateral Move (Left/Right)",301,"Same Trafficway, Opposite Direction-Lateral Move [Left/Right], Head-On, Sideswipe, or Angle"
