ST_CASE,PER_NO,AGE,SEXNAME,PBPTYPENAME,YEAR,MONTHNAME,DAY_WEEKNAME,HOURNAME,LGT_CONDNAME,WEATHER,RUR_URBNAME,FUNC_SYSNAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LATITUDE,LONGITUD,PEDLOCNAME,BIKELOCNAME,PEDPOSNAME,BIKEPOSNAME,PEDDIRNAME,BIKEDIRNAME,VSPD_LIM,VSPD_LIMNAME,VTRAFCON,VTRAFCONNAME,VTRAFWAY,VTRAFWAYNAME,GEOID,NAMELSAD,MEDIAN_INCOME,TOTAL_POPULATION,PCT_WHITE,PCT_BLACK,PCT_HISPANIC,PCT_TRANSIT_WALK_COMMUTE
410320,1,22,Female,Pedestrian,2018,December,Sunday,5:00pm-5:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.50123056,-122.9381556,Not At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,28,Other Regulatory Sign,1,"Two-Way, Not Divided",41067032412,Census Tract 324.12,116331.0,4441,52.7358702994821,0.24769196126998425,27.8766043683855,7.658556043079377
410325,1,40,Female,Pedestrian,2018,December,Sunday,6:00am-6:59am,Dark - Not Lighted,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.66898611,-118.8244222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,70,70 MPH,97,Not Reported,2,"Two-Way, Divided, Unprotected Median",41059950500,Census Tract 9505,79063.0,4657,86.8370195404767,1.37427528451793,3.328322954691862,1.6988062442607896
410330,1,27,Male,Pedestrian,2018,September,Sunday,2:00am-2:59am,Dark - Not Lighted,Cloudy,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.23146111,-122.8094528,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41047010202,Census Tract 102.02,75750.0,8104,65.07897334649556,1.0365251727541955,31.071076011846,1.6804407713498621
410331,1,61,Male,Pedestrian,2018,January,Tuesday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.37996944,-122.2266778,Unknown / Insufficient Information,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41005024302,Census Tract 243.02,99639.0,5170,95.47388781431334,0.5222437137330754,3.017408123791103,3.9140445126630854
410333,1,65,Male,Pedestrian,2018,March,Friday,7:00am-7:59am,Daylight,Cloudy,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,45.51643333,-122.6346917,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,25,25 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41051001301,Census Tract 13.01,88231.0,3958,87.54421424962102,1.23799898938858,3.309752400202122,16.178194607268466
410334,1,74,Male,Pedestrian,2018,March,Sunday,8:00pm-8:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.50414444,-122.5452167,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051008400,Census Tract 84,47172.0,4626,59.92217898832685,1.599654128837008,16.472114137483786,5.926860025220681
410336,1,60,Male,Pedestrian,2018,January,Sunday,6:00pm-6:59pm,Dark - Lighted,Not Reported,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.50414722,-122.4166611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051010001,Census Tract 100.01,43214.0,5876,68.46494213750852,3.1994554118447924,16.21851599727706,9.595254710397768
410340,1,73,Male,Pedestrian,2018,March,Friday,4:00am-4:59am,Dark - Unknown Lighting,Rain,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,45.56188889,-122.7038833,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051980000,Census Tract 9800,,0,,,,
410347,1,86,Female,Pedestrian,2018,May,Tuesday,9:00pm-9:59pm,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.50457778,-122.4890278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051009804,Census Tract 98.04,77587.0,3347,55.183746638780995,8.604720645354048,25.933671945025395,13.312693498452013
410358,1,47,Female,Person on Personal Conveyances,2018,June,Saturday,12:00pm-12:59pm,Daylight,Clear,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,44.09843333,-123.1240472,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41039002301,Census Tract 23.01,58271.0,4146,75.80800771828268,0.8683068017366137,6.994693680656054,0.5605381165919282
410360,1,47,Female,Pedestrian,2018,July,Tuesday,10:00pm-10:59pm,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.02851111,-121.3161722,Unknown / Insufficient Information,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41017002101,Census Tract 21.01,60100.0,4841,80.43792604833712,0.02065688907250568,11.23734765544309,3.601859024012394
410366,1,31,Male,Pedestrian,2018,June,Saturday,1:00am-1:59am,Dark - Not Lighted,Not Reported,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.11084167,-123.6771361,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,8,Not Reported,41033361601,Census Tract 3616.01,37317.0,4917,86.82123245881635,0.12202562538133008,7.463900752491356,4.031117397454031
410366,2,23,Female,Pedestrian,2018,June,Saturday,1:00am-1:59am,Dark - Not Lighted,Not Reported,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.11084167,-123.6771361,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,8,Not Reported,41033361601,Census Tract 3616.01,37317.0,4917,86.82123245881635,0.12202562538133008,7.463900752491356,4.031117397454031
410368,1,62,Female,Bicyclist,2018,June,Friday,7:00am-7:59am,Daylight,Clear,Rural,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.6464,-118.6840556,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,55,55 MPH,0,No Controls,1,"Two-Way, Not Divided",41059940000,Census Tract 9400,69167.0,2997,42.44244244244244,0.0,8.508508508508509,0.8291873963515755
410369,1,76,Female,Pedestrian,2018,July,Saturday,9:00am-9:59am,Daylight,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,43.22168333,-123.3758833,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,25,25 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41019080002,Census Tract 800.02,86645.0,5158,81.62078324932143,0.11632415664986429,7.929430011632416,1.73046670162559
410376,1,71,Female,Pedestrian,2018,August,Wednesday,9:00pm-9:59pm,Dark - Not Lighted,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.4995,-122.4756472,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051009803,Census Tract 98.03,49185.0,7899,52.0065831117863,6.114698063045955,30.522850993796684,9.956709956709958
410382,1,58,Male,Pedestrian,2018,August,Saturday,10:00pm-10:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.526025,-122.6451889,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051002002,Census Tract 20.02,59060.0,3920,58.16326530612245,0.40816326530612246,19.77040816326531,20.63606794362125
410389,1,32,Male,Pedestrian,2018,November,Thursday,11:00pm-11:59pm,Not Reported,Not Reported,Urban,Major Collector,Not an Intersection,On Shoulder,None / Unknown,45.583875,-122.7448278,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,8,Not Reported,41051004102,Census Tract 41.02,73097.0,4700,73.1063829787234,1.4893617021276597,9.319148936170214,8.86736214605067
410390,1,24,Male,Pedestrian,2018,October,Monday,3:00am-3:59am,Dark - Not Lighted,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.49168333,-122.8461306,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41067031623,Census Tract 316.23,93079.0,4458,39.210408254822795,6.0789591745177205,26.087931807985644,29.225210758731436
410397,1,82,Male,Pedestrian,2018,October,Thursday,3:00pm-3:59pm,Daylight,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.522875,-122.6074333,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41051001802,Census Tract 18.02,99784.0,3710,79.24528301886792,1.3477088948787064,2.8301886792452833,19.518072289156628
410401,1,27,Female,Pedestrian,2018,November,Saturday,9:00pm-9:59pm,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.93369444,-123.0740167,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41053005204,Census Tract 52.04,95550.0,4310,84.03712296983758,0.0,7.470997679814386,0.0
410403,1,72,Female,Pedestrian,2018,November,Wednesday,7:00pm-7:59pm,Dark - Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.49669167,-122.4084528,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051010408,Census Tract 104.08,58235.0,7664,66.41440501043841,0.14352818371607515,25.0,4.959349593495935
410404,1,53,Female,Pedestrian,2018,November,Thursday,5:00pm-5:59pm,Dark - Not Lighted,Not Reported,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,44.26663056,-121.1795556,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41017000901,Census Tract 9.01,63656.0,5234,73.61482613679786,0.0,21.57050057317539,3.204327923429047
410405,1,52,Female,Bicyclist,2018,October,Monday,11:00am-11:59am,Daylight,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,Construction,45.47004722,-122.5790472,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051008600,Census Tract 86,60268.0,4070,60.63882063882063,1.6461916461916464,12.702702702702704,17.85209609043806
410408,1,27,Male,Pedestrian,2018,October,Tuesday,9:00am-9:59am,Daylight,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,44.64538611,-123.0634806,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41043020101,Census Tract 201.01,105000.0,5472,90.13157894736842,0.4934210526315789,6.213450292397661,2.536104262064107
410409,1,64,Male,Pedestrian,2018,October,Friday,6:00pm-6:59pm,Dark - Lighted,Rain,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.51919444,-122.5132417,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,30,30 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051009202,Census Tract 92.02,37417.0,5885,54.27357689039932,9.481733220050977,16.176720475785896,4.448818897637795
410411,1,66,Female,Pedestrian,2018,November,Wednesday,5:00pm-5:59pm,Dark - Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.53319167,-122.4958583,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,1,"Two-Way, Not Divided",41051009605,Census Tract 96.05,64583.0,6255,41.183053557154274,11.91047162270184,27.865707434052755,6.273644388398488
410412,1,75,Male,Pedestrian,2018,November,Friday,6:00pm-6:59pm,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.09246389,-123.1267167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41039002800,Census Tract 28,75948.0,5106,76.71367019193106,3.799451625538582,9.518213866039952,4.299065420560748
410415,1,31,Male,Pedestrian,2018,November,Friday,2:00am-2:59am,Dark - Not Lighted,Not Reported,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,42.44003889,-123.3264806,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,25,25 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,4,One-Way Trafficway,41033360601,Census Tract 3606.01,41222.0,2619,81.7487590683467,2.405498281786942,8.972890416189387,4.791029561671763
410420,1,67,Male,Pedestrian,2018,December,Tuesday,6:00pm-6:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.63241111,-123.0994583,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41043020400,Census Tract 204,58929.0,4427,79.91868082222724,0.9487237406821775,8.448159024169867,4.219623792577529
410423,1,19,Female,Pedestrian,2018,December,Wednesday,2:00am-2:59am,Dark - Lighted,Cloudy,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.54259167,-122.5100417,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41051009400,Census Tract 94,71498.0,6593,70.15015925982102,6.370392840891855,9.479751251327166,5.108194395175595
410426,1,50,Female,Pedestrian,2018,February,Thursday,9:00am-9:59am,Daylight,Not Reported,Urban,Local,T-Intersection,On Roadway,None / Unknown,46.18338056,-123.8304111,At Intersection,Not a Cyclist,Intersection Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41007950200,Census Tract 9502,80784.0,3880,81.49484536082474,0.25773195876288657,9.690721649484537,16.93548387096774
410429,1,93,Male,Pedestrian,2018,April,Wednesday,5:00pm-5:59pm,Daylight,Clear,Urban,Local,Not an Intersection,On Roadway,None / Unknown,42.30428056,-122.8356833,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",41029000606,Census Tract 6.06,115750.0,2009,89.49726231956198,0.0,3.086112493777999,0.0
410430,1,84,Female,Pedestrian,2018,May,Friday,7:00am-7:59am,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.49898611,-122.9171889,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41067032412,Census Tract 324.12,116331.0,4441,52.7358702994821,0.24769196126998425,27.8766043683855,7.658556043079377
410442,1,28,Male,Pedestrian,2018,March,Thursday,1:00am-1:59am,Dark - Not Lighted,Not Reported,Urban,Minor Collector,Not an Intersection,On Roadway,None / Unknown,45.40721389,-122.6320611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41005021700,Census Tract 217,78116.0,6080,79.73684210526316,2.861842105263158,10.328947368421053,9.583463827121829
410444,1,82,Male,Pedestrian,2018,July,Thursday,2:00am-2:59am,Dark - Not Lighted,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.71088889,-121.5132167,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,6,Entrance/Exit Ramp,41027950301,Census Tract 9503.01,51633.0,3156,76.1723700887199,0.0,16.69835234474018,25.245522819179666
410447,1,25,Female,Pedestrian,2018,July,Tuesday,10:00pm-10:59pm,Dark - Lighted,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.39634444,-122.7986556,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41067031914,Census Tract 319.14,48622.0,4658,83.19021039072564,1.15929583512237,7.084585659081151,4.79317137229153
410452,1,69,Male,Pedestrian,2018,October,Friday,6:00pm-6:59pm,Daylight,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,44.63343333,-123.0899972,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,4,One-Way Trafficway,41043020801,Census Tract 208.01,42215.0,2584,72.21362229102168,0.8126934984520124,13.003095975232199,1.6574585635359116
410005,1,56,Female,Pedestrian,2019,March,Friday,7:00am-7:59am,Daylight,Cloudy,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,45.49003889,-122.5685528,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,30,30 MPH,0,No Controls,1,"Two-Way, Not Divided",41051008301,Census Tract 83.01,64886.0,4114,40.37433155080214,10.646572678658242,7.073407875546913,22.07916070577015
410017,1,70,Female,Pedestrian,2019,January,Thursday,5:00pm-5:59pm,Dark - Lighted,Rain,Urban,Major Collector,T-Intersection,On Roadway,None / Unknown,44.10342222,-123.12655,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",41039002301,Census Tract 23.01,58271.0,4146,75.80800771828268,0.8683068017366137,6.994693680656054,0.5605381165919282
410019,1,37,Male,Pedestrian,2019,January,Wednesday,11:00pm-11:59pm,Dark - Not Lighted,Clear,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,43.19944167,-121.7797972,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,1,"Two-Way, Not Divided",41035970100,Census Tract 9701,56962.0,3486,95.69707401032701,0.4016064257028112,2.5530694205393,2.5267249757045676
410020,1,58,Male,Pedestrian,2019,February,Saturday,0:00am-0:59am,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.50406944,-122.5299306,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41051009203,Census Tract 92.03,46026.0,3081,58.81207400194742,4.414151249594288,21.648815319701395,0.7119741100323626
